596,1,4.0,1535709666
596,32,3.5,1535709749
596,34,4.0,1535827362
596,39,4.0,1535827547
596,50,3.5,1535709301
596,141,3.5,1535829766
596,150,3.5,1535827366
596,153,2.5,1535711533
596,260,4.0,1535627138
596,329,3.0,1535827307
596,345,3.5,1535828653
596,356,3.5,1535709659
596,364,4.0,1535709751
596,367,3.0,1535711660
596,457,3.5,1535827096
596,508,3.5,1535828762
596,527,4.0,1535827023
596,533,3.0,1535721426
596,541,4.0,1535827006
596,581,4.0,1535832664
596,589,3.0,1535709683
596,592,3.5,1535709911
596,593,4.0,1535709555
596,595,4.0,1535709725
596,616,4.0,1535827076
596,802,3.5,1535827820
596,858,3.5,1535709558
596,904,4.5,1535827418
596,919,4.0,1535826725
596,924,4.0,1535827439
596,1028,4.0,1535826867
596,1035,4.0,1535826716
596,1036,4.0,1535827278
596,1046,4.0,1535832744
596,1097,4.0,1535827243
596,1136,4.0,1535709619
596,1192,4.5,1535828626
596,1196,3.5,1535627133
596,1197,3.5,1535627162
596,1198,3.5,1535627318
596,1200,3.5,1535709667
596,1210,4.0,1535627154
596,1214,4.0,1535709656
596,1221,3.0,1535709743
596,1265,3.0,1535827379
596,1270,4.0,1535709729
596,1275,3.5,1535827327
596,1291,3.5,1535709691
596,1302,3.5,1535827415
596,1307,3.5,1535826939
596,1356,4.5,1535709677
596,1372,3.5,1535826862
596,1374,4.0,1535827026
596,1375,4.0,1535709715
596,1376,4.0,1535826910
596,1377,3.0,1535711520
596,1438,2.0,1535834684
596,1466,3.0,1535833939
596,1479,2.5,1535834079
596,1499,1.0,1535834913
596,1513,3.5,1535834077
596,1527,3.5,1535827368
596,1562,2.0,1535711554
596,1569,3.0,1535833946
596,1610,3.5,1535827470
596,1614,3.0,1535829334
596,1644,2.5,1535834215
596,1653,3.5,1535827374
596,1688,4.5,1535827062
596,1690,3.0,1535833815
596,1704,4.0,1535827513
596,1722,2.0,1535833476
596,1748,4.5,1535833817
596,1801,3.0,1535834689
596,1805,3.0,1535834360
596,1831,2.5,1535834363
596,1835,3.0,1535836098
596,1876,2.5,1535833479
596,1882,2.0,1535834073
596,1907,4.0,1535709651
596,1909,3.5,1535833481
596,1911,3.0,1535834365
596,1912,3.5,1535834371
596,1961,3.0,1535827266
596,1968,3.5,1535827140
596,2081,4.0,1535827163
596,2094,3.5,1535712071
596,2125,3.5,1535834910
596,2167,3.5,1535712287
596,2288,5.0,1535827560
596,2294,3.0,1535833829
596,2340,3.5,1535836090
596,2384,3.0,1535836102
596,2393,4.0,1535834068
596,2407,4.0,1535827169
596,2424,2.5,1535833478
596,2428,3.5,1535834915
596,2485,2.5,1535834686
596,2501,3.5,1535834358
596,2571,4.0,1535709487
596,2640,3.5,1535711544
596,2641,3.0,1535711557
596,2642,2.5,1535711669
596,2643,2.0,1535711683
596,2687,4.0,1535827083
596,2692,4.0,1535709485
596,2701,1.5,1535833823
596,2723,3.5,1535711657
596,2762,4.0,1535709608
596,2774,3.0,1535830123
596,2791,3.5,1535827105
596,2826,3.0,1535834361
596,2890,3.0,1535833482
596,2918,3.0,1535827268
596,2959,4.0,1535709472
596,2985,3.0,1535711572
596,3000,5.0,1535708657
596,3052,4.0,1535827426
596,3094,4.0,1535832727
596,3114,3.5,1535709752
596,3147,3.5,1535827380
596,3213,4.0,1535711665
596,3275,4.0,1535709625
596,3285,2.0,1535834679
596,3300,3.5,1535834071
596,3301,3.0,1535834369
596,3408,3.5,1535708371
596,3438,3.0,1535712082
596,3440,2.5,1535712095
596,3535,4.0,1535833933
596,3578,3.0,1535708234
596,3623,2.5,1535708359
596,3624,3.5,1535708579
596,3717,2.5,1535708483
596,3751,2.0,1535708361
596,3755,2.5,1535833828
596,3785,2.5,1535708500
596,3786,4.0,1535828642
596,3793,4.0,1535708282
596,3967,4.0,1535834067
596,3977,3.0,1535708363
596,3994,3.5,1535709893
596,3996,4.0,1535708322
596,4014,3.5,1535833814
596,4015,2.0,1535836091
596,4018,2.5,1535708489
596,4022,3.0,1535708697
596,4025,3.5,1535833821
596,4027,3.5,1535708710
596,4226,4.5,1535708239
596,4306,4.0,1535708237
596,4308,3.5,1535708422
596,4310,1.5,1535708516
596,4342,4.5,1535828760
596,4366,4.0,1535827080
596,4370,3.0,1535708436
596,4720,4.5,1535708470
596,4878,5.0,1535708338
596,4886,3.5,1535708252
596,4896,3.5,1535708342
596,4963,3.5,1535708292
596,4973,4.0,1535708250
596,4979,3.5,1535709672
596,4993,4.0,1535627335
596,4995,3.0,1535708291
596,5218,3.5,1535708397
596,5254,3.0,1535712077
596,5349,3.5,1535708298
596,5418,3.5,1535708323
596,5444,4.5,1535827295
596,5445,3.5,1535708295
596,5459,2.5,1535708434
596,5464,3.0,1535708589
596,5481,2.5,1535708525
596,5502,2.5,1535708451
596,5618,4.5,1535708620
596,5903,4.0,1535708568
596,5952,3.5,1535708244
596,5956,2.0,1535708571
596,5963,3.5,1535832768
596,5971,5.0,1535708665
596,5989,3.0,1535708327
596,5991,3.5,1535827554
596,6157,1.5,1535709926
596,6333,4.0,1535709850
596,6350,4.5,1535709013
596,6365,3.0,1535708712
596,6377,4.0,1535708253
596,6502,4.0,1535709276
596,6534,3.0,1535711567
596,6537,2.5,1535708503
596,6539,3.0,1535708248
596,6541,3.0,1535711674
596,6769,3.0,1535832802
596,6863,3.0,1535708448
596,6870,3.0,1535708513
596,6874,3.5,1535708284
596,6934,4.0,1535708402
596,6942,3.5,1535708463
596,7153,3.5,1535627339
596,7260,3.5,1535832746
596,7293,1.5,1535708553
596,7361,3.5,1535708285
596,7373,3.5,1535709909
596,7438,3.5,1535708325
596,7458,2.5,1535708569
596,7615,4.5,1535833176
596,8361,1.5,1535708563
596,8371,3.0,1535712291
596,8636,3.0,1535709844
596,8665,3.5,1535708358
596,8666,1.5,1535711569
596,8874,4.5,1535708382
596,8961,4.0,1535708318
596,27020,3.5,1535832729
596,27246,4.0,1535832629
596,27611,4.0,1535827192
596,30707,2.5,1535708432
596,30793,2.0,1535708484
596,30816,3.5,1535828324
596,31221,2.5,1535711558
596,31658,5.0,1535708584
596,32300,3.5,1535829580
596,32587,3.5,1535708713
596,32799,3.5,1535833054
596,33493,3.0,1535708392
596,33649,5.0,1535829905
596,33794,4.0,1535708299
596,34150,3.0,1535709914
596,34332,3.5,1535711644
596,34405,4.0,1535708498
596,37729,4.0,1535827431
596,38061,4.5,1535709072
596,39183,4.0,1535832818
596,40815,3.5,1535708394
596,40826,3.5,1535829343
596,40870,3.5,1535832732
596,40955,3.5,1535832748
596,42004,3.5,1535830404
596,43744,3.5,1535829337
596,43928,2.5,1535827831
596,44191,3.5,1535708699
596,45175,4.0,1535832742
596,45499,1.5,1535708555
596,46530,2.5,1535711532
596,48780,4.0,1535709630
596,49272,3.0,1535827494
596,49530,2.5,1535708487
596,51077,3.0,1535712073
596,51255,4.5,1535708452
596,52722,2.5,1535709918
596,53464,2.5,1535711551
596,54001,3.5,1535708457
596,54286,4.0,1535827364
596,55844,3.5,1535829588
596,57669,5.0,1535708588
596,58559,4.0,1535627189
596,59315,3.5,1535627196
596,59549,4.0,1535828639
596,59667,4.0,1535833162
596,59784,4.0,1535827135
596,60040,3.0,1535709906
596,60069,4.5,1535708340
596,60684,3.5,1535708520
596,61323,3.5,1535709721
596,63876,3.0,1535828645
596,64957,3.0,1535708576
596,66097,4.0,1535709650
596,66934,3.5,1535711568
596,68157,3.0,1535627202
596,68319,2.5,1535709837
596,68358,4.0,1535826934
596,68835,3.5,1535832661
596,68954,3.5,1535627198
596,69495,3.5,1535829761
596,69844,3.5,1535708467
596,70286,4.5,1535708409
596,70637,4.0,1535832790
596,71057,4.0,1535827098
596,71535,3.5,1535827216
596,71838,3.0,1535827352
596,72998,3.0,1535708708
596,73017,3.5,1535708445
596,74458,3.5,1535708406
596,76093,4.5,1535826865
596,76251,3.5,1535708549
596,77561,3.0,1535709827
596,78499,3.5,1535708446
596,79091,3.5,1535709685
596,79132,4.0,1535627191
596,79242,3.0,1535832812
